trade_id,symbol,direction,sub_strategy_name,vol_contracts,underlying_quantity,entry_price,exit_price,min_profit_tp_price,stop_loss_price,open_time,close_time,duration_seconds,notional_value_usdt,margin_used_usdt,fee_total_usdt,realized_pnl_usdt,realized_pnl_inr,roe_percentage,exit_reason,balance_after_trade_usdt
1,DOGE_USDT,SHORT,Inverted(SmartStrategy(EMA-LONG)),2,20.0,0.11774,0.11772,0.11772,0.11776,2026-01-01 00:39:59 UTC,2026-01-01 00:40:00 UTC,0.49,2.3548,0.0314,0.0,0.0004,0.04,1.27,MIN_PROFIT_TP_HIT,100.0004
2,DOGE_USDT,SHORT,Inverted(SmartStrategy(EMA-LONG)),2,20.0,0.11776,0.11774,0.11774,0.11778,2026-01-01 00:41:59 UTC,2026-01-01 00:42:20 UTC,20.25,2.3552,0.0314,0.0,0.0004,0.04,1.27,MIN_PROFIT_TP_HIT,100.0008
3,DOGE_USDT,LONG,Inverted(SmartStrategy(StochRSI-SHORT)),2,20.0,0.11817,0.11819,0.11819,0.11815,2026-01-01 01:38:59 UTC,2026-01-01 01:39:01 UTC,1.2,2.3634,0.0315,0.0,0.0004,0.04,1.27,MIN_PROFIT_TP_HIT,100.0012
4,DOGE_USDT,LONG,Inverted(SmartStrategy(StochRSI-SHORT)),2,20.0,0.11831,0.11829,0.11833,0.11829,2026-01-01 01:43:59 UTC,2026-01-01 01:44:03 UTC,3.21,2.3662,0.0315,0.0,-0.0004,-0.04,-1.27,STOP_LOSS_HIT,100.0008
5,DOGE_USDT,SHORT,Inverted(SmartStrategy(EMA-LONG)),2,20.0,0.1185,0.11848,0.11848,0.11852,2026-01-01 02:05:59 UTC,2026-01-01 02:06:03 UTC,3.08,2.37,0.0316,0.0,0.0004,0.04,1.27,MIN_PROFIT_TP_HIT,100.0012
6,DOGE_USDT,SHORT,Inverted(SmartStrategy(StochRSI-LONG)),2,20.0,0.1183,0.11832,0.11828,0.11832,2026-01-01 02:15:59 UTC,2026-01-01 02:16:04 UTC,4.98,2.366,0.0315,0.0,-0.0004,-0.04,-1.27,STOP_LOSS_HIT,100.0008
7,DOGE_USDT,SHORT,Inverted(SmartStrategy(StochRSI-LONG)),2,20.0,0.11842,0.1184,0.1184,0.11844,2026-01-01 02:18:59 UTC,2026-01-01 02:19:11 UTC,11.63,2.3684,0.0316,0.0,0.0004,0.04,1.27,MIN_PROFIT_TP_HIT,100.0012
8,DOGE_USDT,LONG,Inverted(SmartStrategy(StochRSI-SHORT)),2,20.0,0.11854,0.11852,0.11856,0.11852,2026-01-01 02:35:59 UTC,2026-01-01 02:36:00 UTC,0.74,2.3708,0.0316,0.0,-0.0004,-0.04,-1.27,STOP_LOSS_HIT,100.0008
9,DOGE_USDT,SHORT,Inverted(SmartStrategy(StochRSI-LONG)),2,20.0,0.11863,0.11861,0.11861,0.11865,2026-01-01 02:40:59 UTC,2026-01-01 02:41:09 UTC,9.17,2.3726,0.0316,0.0,0.0004,0.04,1.26,MIN_PROFIT_TP_HIT,100.0012
10,DOGE_USDT,SHORT,Inverted(SmartStrategy(StochRSI-LONG)),2,20.0,0.11855,0.11853,0.11853,0.11857,2026-01-01 02:47:59 UTC,2026-01-01 02:49:26 UTC,86.87,2.371,0.0316,0.0,0.0004,0.04,1.27,MIN_PROFIT_TP_HIT,100.0016
