trade_id,symbol,direction,sub_strategy_name,vol_contracts,underlying_quantity,entry_price,exit_price,min_profit_tp_price,stop_loss_price,open_time,close_time,duration_seconds,notional_value_usdt,margin_used_usdt,fee_total_usdt,realized_pnl_usdt,realized_pnl_inr,roe_percentage,exit_reason,balance_after_trade_usdt
1,DOGE_USDT,LONG,SmartStrategy(EMA-LONG),2,20.0,0.11774,0.11776,0.11776,0.11772,2026-01-01 00:39:59 UTC,2026-01-01 00:40:59 UTC,60.0,2.3548,0.0314,0.0,0.0004,0.04,1.27,MIN_PROFIT_TP_HIT,100.0004
2,DOGE_USDT,LONG,SmartStrategy(EMA-LONG),2,20.0,0.11776,0.11774,0.11778,0.11774,2026-01-01 00:41:59 UTC,2026-01-01 00:42:59 UTC,60.0,2.3552,0.0314,0.0,-0.0004,-0.04,-1.27,STOP_LOSS_HIT,100.0
3,DOGE_USDT,SHORT,SmartStrategy(StochRSI-SHORT),2,20.0,0.11817,0.11819,0.11815,0.11819,2026-01-01 01:38:59 UTC,2026-01-01 01:39:59 UTC,60.0,2.3634,0.0315,0.0,-0.0004,-0.04,-1.27,STOP_LOSS_HIT,99.9996
4,DOGE_USDT,SHORT,SmartStrategy(StochRSI-SHORT),2,20.0,0.11831,0.11829,0.11829,0.11833,2026-01-01 01:43:59 UTC,2026-01-01 01:44:59 UTC,60.0,2.3662,0.0315,0.0,0.0004,0.04,1.27,MIN_PROFIT_TP_HIT,100.0
5,DOGE_USDT,LONG,SmartStrategy(EMA-LONG),2,20.0,0.1185,0.11848,0.11852,0.11848,2026-01-01 02:05:59 UTC,2026-01-01 02:06:59 UTC,60.0,2.37,0.0316,0.0,-0.0004,-0.04,-1.27,STOP_LOSS_HIT,99.9996
6,DOGE_USDT,LONG,SmartStrategy(StochRSI-LONG),2,20.0,0.1183,0.11832,0.11832,0.11828,2026-01-01 02:15:59 UTC,2026-01-01 02:16:59 UTC,60.0,2.366,0.0315,0.0,0.0004,0.04,1.27,MIN_PROFIT_TP_HIT,100.0
7,DOGE_USDT,LONG,SmartStrategy(StochRSI-LONG),2,20.0,0.11842,0.11844,0.11844,0.1184,2026-01-01 02:18:59 UTC,2026-01-01 02:19:59 UTC,60.0,2.3684,0.0316,0.0,0.0004,0.04,1.27,MIN_PROFIT_TP_HIT,100.0004
8,DOGE_USDT,SHORT,SmartStrategy(StochRSI-SHORT),2,20.0,0.11854,0.11852,0.11852,0.11856,2026-01-01 02:35:59 UTC,2026-01-01 02:36:59 UTC,60.0,2.3708,0.0316,0.0,0.0004,0.04,1.27,MIN_PROFIT_TP_HIT,100.0008
9,DOGE_USDT,LONG,SmartStrategy(StochRSI-LONG),2,20.0,0.11863,0.11861,0.11865,0.11861,2026-01-01 02:40:59 UTC,2026-01-01 02:41:59 UTC,60.0,2.3726,0.0316,0.0,-0.0004,-0.04,-1.26,STOP_LOSS_HIT,100.0004
10,DOGE_USDT,LONG,SmartStrategy(StochRSI-LONG),2,20.0,0.11855,0.11853,0.11857,0.11853,2026-01-01 02:47:59 UTC,2026-01-01 02:49:59 UTC,120.0,2.371,0.0316,0.0,-0.0004,-0.04,-1.27,STOP_LOSS_HIT,100.0
