trade_id,type,entry_time,exit_time,entry_price,exit_price,tp_price,sl_price,tp_ticks,sl_ticks,bars_held,confidence,exit_reason,gross_return_pct,net_return_pct,net_margin_ret_pct,pnl_usd,equity_after
1,LONG,1784543880000,1784543880000,0.01381,0.01378,0.01384,0.0138,3,1,0,0.4238,SL_HIT,-0.21723388848659508,-0.21723388848659508,-4.344677769731901,-43.446777697319014,9956.55322230268
2,LONG,1786294380000,1786294380000,0.01508,0.01501,0.01517,0.01503,9,5,0,0.4016,SL_HIT,-0.4641909814323534,-0.4641909814323534,-9.283819628647066,-92.43484423888283,9864.118378063797
3,LONG,1786294620000,1786294680000,0.015109999999999998,0.01504,0.015199999999999998,0.015059999999999999,9,5,1,0.4049,SL_HIT,-0.46326935804102504,-0.46326935804102504,-9.2653871608205,-91.39487577292586,9772.72350229087
4,LONG,1787215620000,1787215740000,0.01405,0.01399,0.01413,0.01401,8,4,2,0.5124,SL_HIT,-0.42704626334519064,-0.42704626334519064,-8.540925266903812,-83.46810108718081,9689.255401203689
5,LONG,1787215980000,1787216340000,0.014039999999999999,0.014119999999999999,0.014119999999999999,0.013999999999999999,8,4,6,0.4079,TP_HIT,0.5698005698005714,0.5698005698005714,11.396011396011428,110.41886497098253,9799.674266174672
6,LONG,1787268360000,1787268540000,0.015139999999999999,0.01507,0.015239999999999998,0.01509,10,5,3,0.4202,SL_HIT,-0.46235138705415385,-0.46235138705415385,-9.247027741083077,-90.61785979289513,9709.056406381776
7,LONG,1787343120000,1787344020000,0.0157,0.01572,0.01578,0.01566,8,4,15,0.4079,TIME_EXPIRY,0.12738853503186406,0.12738853503186406,2.5477707006372814,24.736449443014187,9733.792855824791
8,LONG,1787358300000,1787358300000,0.01633,0.016270000000000003,0.01642,0.016290000000000002,9,4,0,0.4065,SL_HIT,-0.3674219228413812,-0.3674219228413812,-7.348438456827624,-71.52817775253689,9662.264678072255
9,LONG,1787368680000,1787368860000,0.01738,0.01748,0.01748,0.017329999999999998,10,5,3,0.424,TP_HIT,0.5753739930955086,0.5753739930955086,11.507479861910172,111.18831620336246,9773.452994275618
