symbol,timeframe,fee_schedule,maker_fee_pct,taker_fee_pct,slippage_ticks,extra_ticks,total_trades,winning_trades,losing_trades,win_rate_pct,profit_factor,net_pnl_usdt,net_roi_pct,max_drawdown_pct,expectancy_usdt,total_fees_usdt,final_balance_usdt
DOGE_USDT,1h,Maker 0.00% / Taker 0.05%,0.0,0.05,5,2,228,203,25,89.04,0.12,-33.48,-33.48,33.9,-0.1468,18.68,66.52
DOGE_USDT,1h,Maker 0.00% / Taker 0.05%,0.0,0.05,6,2,228,201,27,88.16,0.11,-35.67,-35.67,36.08,-0.1564,18.45,64.33
DOGE_USDT,1h,Maker 0.00% / Taker 0.05%,0.0,0.05,7,2,228,200,28,87.72,0.11,-36.61,-36.61,37.01,-0.1606,18.31,63.39
DOGE_USDT,1h,Maker 0.10% / Taker 0.10%,0.1,0.1,1,2,226,199,27,88.05,0.11,-36.29,-36.29,36.7,-0.1606,36.46,63.71
DOGE_USDT,1h,Maker 0.10% / Taker 0.10%,0.1,0.1,2,2,226,198,28,87.61,0.1,-37.07,-37.07,37.47,-0.164,36.4,62.93
DOGE_USDT,1h,Maker 0.10% / Taker 0.10%,0.1,0.1,3,2,226,197,29,87.17,0.1,-38.03,-38.03,38.42,-0.1683,36.04,61.97
DOGE_USDT,1h,Maker 0.10% / Taker 0.10%,0.1,0.1,4,2,226,193,33,85.4,0.09,-41.83,-41.83,42.05,-0.1851,35.29,58.17
DOGE_USDT,1h,Maker 0.10% / Taker 0.10%,0.1,0.1,5,2,226,189,37,83.63,0.07,-47.25,-47.25,47.45,-0.2091,33.92,52.75
DOGE_USDT,1h,Maker 0.10% / Taker 0.10%,0.1,0.1,6,2,226,188,38,83.19,0.07,-47.95,-47.95,48.15,-0.2122,33.6,52.05
DOGE_USDT,1h,Maker 0.10% / Taker 0.10%,0.1,0.1,7,2,225,184,41,81.78,0.06,-51.59,-51.59,51.77,-0.2293,32.64,48.41
DOGE_USDT,4h,Maker 0.00% / Taker 0.01%,0.0,0.01,1,2,52,51,1,98.08,40.83,1.3,1.3,0.03,0.0249,1.05,101.3
DOGE_USDT,4h,Maker 0.00% / Taker 0.01%,0.0,0.01,2,2,52,51,1,98.08,29.63,1.28,1.28,0.04,0.0247,1.05,101.28
DOGE_USDT,4h,Maker 0.00% / Taker 0.01%,0.0,0.01,3,2,52,51,1,98.08,23.25,1.27,1.27,0.06,0.0244,1.05,101.27
DOGE_USDT,4h,Maker 0.00% / Taker 0.01%,0.0,0.01,4,2,52,51,1,98.08,19.12,1.26,1.26,0.07,0.0242,1.05,101.26
DOGE_USDT,4h,Maker 0.00% / Taker 0.01%,0.0,0.01,5,2,52,49,3,94.23,0.24,-3.9,-3.9,4.56,-0.0749,1.03,96.1
DOGE_USDT,4h,Maker 0.00% / Taker 0.01%,0.0,0.01,6,2,52,48,4,92.31,0.19,-5.27,-5.27,5.72,-0.1013,1.02,94.73
DOGE_USDT,4h,Maker 0.00% / Taker 0.01%,0.0,0.01,7,2,52,48,4,92.31,0.18,-5.32,-5.32,5.75,-0.1023,1.02,94.68
DOGE_USDT,4h,Maker 0.00% / Taker 0.05%,0.0,0.05,1,2,52,48,4,92.31,0.2,-5.25,-5.25,5.75,-0.101,5.12,94.75
DOGE_USDT,4h,Maker 0.00% / Taker 0.05%,0.0,0.05,2,2,52,48,4,92.31,0.2,-5.3,-5.3,5.78,-0.102,5.12,94.7
