symbol,timeframe,fee_schedule,maker_fee_pct,taker_fee_pct,slippage_ticks,extra_ticks,total_trades,winning_trades,losing_trades,win_rate_pct,profit_factor,net_pnl_usdt,net_roi_pct,max_drawdown_pct,expectancy_usdt,total_fees_usdt,final_balance_usdt
TRUMP_USDT,1m,Maker 0.00% / Taker 0.01%,0.0,0.01,1,2,13121,7754,5367,59.1,0.42,-100.57,-100.57,100.57,-0.0077,39.26,-0.57
TRUMP_USDT,1m,Maker 0.00% / Taker 0.01%,0.0,0.01,2,2,13028,6329,6699,48.58,0.26,-102.37,-102.37,102.37,-0.0079,24.12,-2.37
TRUMP_USDT,1m,Maker 0.00% / Taker 0.01%,0.0,0.01,3,2,13305,5126,8179,38.53,0.18,-104.67,-104.67,104.67,-0.0079,17.69,-4.67
TRUMP_USDT,1m,Maker 0.00% / Taker 0.01%,0.0,0.01,4,2,13580,3987,9593,29.36,0.12,-107.34,-107.34,107.34,-0.0079,14.06,-7.34
TRUMP_USDT,1m,Maker 0.00% / Taker 0.01%,0.0,0.01,5,2,13996,3121,10875,22.3,0.09,-110.06,-110.06,110.06,-0.0079,11.57,-10.06
TRUMP_USDT,1m,Maker 0.00% / Taker 0.01%,0.0,0.01,6,2,14281,2486,11795,17.41,0.06,-112.59,-112.59,112.59,-0.0079,9.88,-12.59
TRUMP_USDT,1m,Maker 0.00% / Taker 0.01%,0.0,0.01,7,2,14409,2017,12392,14.0,0.05,-114.82,-114.82,114.82,-0.008,8.66,-14.82
TRUMP_USDT,1m,Maker 0.00% / Taker 0.05%,0.0,0.05,1,2,11902,5990,5912,50.33,0.17,-102.57,-102.57,102.57,-0.0086,78.14,-2.57
TRUMP_USDT,1m,Maker 0.00% / Taker 0.05%,0.0,0.05,2,2,12008,4999,7009,41.63,0.12,-104.6,-104.6,104.6,-0.0087,62.89,-4.6
TRUMP_USDT,1m,Maker 0.00% / Taker 0.05%,0.0,0.05,3,2,12415,4074,8341,32.82,0.09,-107.03,-107.03,107.03,-0.0086,51.88,-7.03
TRUMP_USDT,1m,Maker 0.00% / Taker 0.05%,0.0,0.05,4,2,12947,3254,9693,25.13,0.06,-109.76,-109.76,109.76,-0.0085,44.86,-9.76
TRUMP_USDT,1m,Maker 0.00% / Taker 0.05%,0.0,0.05,5,2,13442,2597,10845,19.32,0.04,-112.47,-112.47,112.47,-0.0084,38.9,-12.47
TRUMP_USDT,1m,Maker 0.00% / Taker 0.05%,0.0,0.05,6,2,13831,2105,11726,15.22,0.03,-115.02,-115.02,115.03,-0.0083,35.15,-15.02
TRUMP_USDT,1m,Maker 0.00% / Taker 0.05%,0.0,0.05,7,2,14154,1731,12423,12.23,0.03,-117.55,-117.55,117.55,-0.0083,32.45,-17.55
TRUMP_USDT,1m,Maker 0.10% / Taker 0.10%,0.1,0.1,1,2,10566,4513,6053,42.71,0.08,-104.89,-104.89,104.89,-0.0099,87.38,-4.89
TRUMP_USDT,1m,Maker 0.10% / Taker 0.10%,0.1,0.1,2,2,10866,3814,7052,35.1,0.06,-107.0,-107.0,107.0,-0.0098,77.93,-7.0
TRUMP_USDT,1m,Maker 0.10% / Taker 0.10%,0.1,0.1,3,2,11452,3221,8231,28.13,0.05,-109.37,-109.37,109.37,-0.0096,71.67,-9.37
TRUMP_USDT,1m,Maker 0.10% / Taker 0.10%,0.1,0.1,4,2,12201,2664,9537,21.83,0.04,-112.19,-112.19,112.19,-0.0092,64.41,-12.19
TRUMP_USDT,1m,Maker 0.10% / Taker 0.10%,0.1,0.1,5,2,12927,2176,10751,16.83,0.03,-115.25,-115.25,115.25,-0.0089,59.03,-15.25
TRUMP_USDT,1m,Maker 0.10% / Taker 0.10%,0.1,0.1,6,2,13431,1775,11656,13.22,0.02,-118.15,-118.15,118.15,-0.0088,53.97,-18.15
TRUMP_USDT,1m,Maker 0.10% / Taker 0.10%,0.1,0.1,7,2,13803,1451,12352,10.51,0.02,-120.88,-120.88,120.88,-0.0088,50.53,-20.88
TRUMP_USDT,5m,Maker 0.00% / Taker 0.01%,0.0,0.01,1,2,2660,1995,665,75.0,0.51,-86.5,-86.5,86.59,-0.0325,27.49,13.5
TRUMP_USDT,5m,Maker 0.00% / Taker 0.01%,0.0,0.01,2,2,2636,1792,844,67.98,0.35,-97.52,-97.52,97.54,-0.037,19.47,2.48
TRUMP_USDT,5m,Maker 0.00% / Taker 0.01%,0.0,0.01,3,2,2627,1625,1002,61.86,0.26,-99.56,-99.56,99.57,-0.0379,15.17,0.44
TRUMP_USDT,5m,Maker 0.00% / Taker 0.01%,0.0,0.01,4,2,2608,1445,1163,55.41,0.2,-99.99,-99.99,99.99,-0.0383,12.5,0.01
TRUMP_USDT,5m,Maker 0.00% / Taker 0.01%,0.0,0.01,5,2,2604,1287,1317,49.42,0.16,-100.31,-100.31,100.31,-0.0385,10.44,-0.31
TRUMP_USDT,5m,Maker 0.00% / Taker 0.01%,0.0,0.01,6,2,2609,1159,1450,44.42,0.13,-100.62,-100.62,100.62,-0.0386,8.95,-0.62
TRUMP_USDT,5m,Maker 0.00% / Taker 0.01%,0.0,0.01,7,2,2613,1044,1569,39.95,0.11,-100.94,-100.94,100.94,-0.0386,7.96,-0.94
TRUMP_USDT,5m,Maker 0.00% / Taker 0.05%,0.0,0.05,1,2,2584,1744,840,67.49,0.27,-98.35,-98.35,98.36,-0.0381,72.73,1.65
TRUMP_USDT,5m,Maker 0.00% / Taker 0.05%,0.0,0.05,2,2,2563,1573,990,61.37,0.21,-99.69,-99.69,99.69,-0.0389,58.43,0.31
TRUMP_USDT,5m,Maker 0.00% / Taker 0.05%,0.0,0.05,3,2,2550,1402,1148,54.98,0.16,-100.06,-100.06,100.06,-0.0392,48.37,-0.06
